0,0,S,1,1,568
0,1,I,0,1,160
0,2,S,4,1,145
0,3,U,2,0,28
0,4,S,3,1,144
0,5,I,3,1,149
0,6,S,4,1,155
0,7,U,2,0,147
0,8,S,5,0,20
0,9,I,1,1,172
0,10,S,2,0,108
0,11,I,2,2,225
0,12,S,5,1,183
0,13,I,1,1,176
0,14,S,2,1,165
0,15,I,4,1,165
0,16,S,0,1,192
0,17,I,1,0,149
0,18,S,1,1,339
0,19,U,3,0,154
1,0,S,1,0,1430508588817
1,1,I,2,1,557
1,2,S,0,1,229
1,3,U,4,0,72
1,4,S,1,0,105
1,5,U,2,0,92
1,6,S,5,0,99
1,7,U,3,0,92
1,8,S,2,0,98
1,9,U,1,0,106
1,10,S,5,0,68
1,11,U,3,0,133
1,12,S,0,0,72
1,13,I,4,1,217
1,14,S,1,1,231
1,15,U,2,0,135
1,16,S,4,0,108
1,17,I,0,1,229
1,18,S,3,1,208
1,19,I,2,1,207
2,0,S,2,0,283
2,1,I,1,0,107
2,2,S,5,0,72
2,3,I,4,0,113
2,4,S,0,0,40
2,5,U,2,1,180
2,6,S,3,1,178
2,7,U,1,1,196
2,8,S,5,1,186
2,9,U,2,1,184
2,10,S,1,1,183
2,11,I,1,0,64
2,12,S,2,0,140
2,13,U,2,1,151
2,14,S,5,1,143
2,15,U,1,1,165
2,16,S,2,1,162
2,17,U,0,2,318
2,18,S,0,0,164
2,19,I,4,0,40
2,20,S,2,0,133
2,21,I,2,0,52
2,22,S,1,0,142
2,23,U,4,1,200
2,24,S,2,1,180
2,25,U,2,1,225
2,26,S,3,1,197
2,27,I,4,0,127
2,28,S,5,0,56
2,29,I,0,0,136
2,30,S,0,0,56
2,31,U,2,1,176
2,32,S,4,1,163
2,33,U,4,0,175
2,34,S,1,1,200
2,35,U,2,1,183
2,36,S,5,1,192
2,37,I,1,0,123
2,38,S,3,0,68
2,39,I,3,0,131
3,0,S,3,0,1430508599245
3,1,I,1,0,172
3,2,S,4,0,32
3,3,U,2,0,175
3,4,S,0,1,162
3,5,U,3,1,197
3,6,S,5,1,198
3,7,I,2,0,100
3,8,S,2,0,112
3,9,U,0,1,211
3,10,S,3,1,219
3,11,I,2,0,119
3,12,S,0,0,79
3,13,U,0,1,213
3,14,S,1,1,209
3,15,U,2,1,206
3,16,S,5,1,198
3,17,U,0,1,198
3,18,S,4,1,208
3,19,I,3,0,132
3,20,S,1,0,60
3,21,U,0,1,172
3,22,S,5,1,172
3,23,I,3,1,186
3,24,S,2,0,180
3,25,U,4,1,186
3,26,S,4,1,1080
3,27,I,2,1,734
3,28,S,3,1,564
3,29,U,4,1,304
3,30,S,5,0,780
3,31,I,0,0,772
3,32,S,4,0,385
3,33,U,2,1,217
3,34,S,2,1,181
3,35,I,1,0,125
3,36,S,4,0,40
3,37,I,3,0,154
3,38,S,0,0,27
3,39,I,4,0,153
4,0,S,5,0,0
4,1,I,1,0,0
4,2,S,1,0,0
4,3,U,3,0,0
4,4,S,3,0,0
4,5,U,1,0,0
4,6,S,0,0,0
4,7,U,4,0,0
4,8,S,5,0,0
4,9,I,3,0,0
4,10,S,2,0,0
4,11,I,4,0,0
4,12,S,1,0,0
4,13,U,2,0,0
4,14,S,5,0,0
4,15,I,1,0,0
4,16,S,3,0,0
4,17,U,4,0,0
4,18,S,0,0,0
4,19,U,0,0,0
5,0,S,1,0,0
5,1,U,0,0,0
5,2,S,0,0,0
5,3,U,1,0,0
5,4,S,2,0,0
5,5,U,0,0,0
5,6,S,0,0,0
5,7,I,3,0,0
5,8,S,3,0,0
5,9,U,4,0,0
5,10,S,1,0,0
5,11,I,3,0,0
5,12,S,4,0,0
5,13,I,0,0,0
5,14,S,3,0,0
5,15,U,1,0,0
5,16,S,2,0,0
5,17,U,3,0,0
5,18,S,5,0,0
5,19,I,0,0,0
5,20,S,1,0,0
5,21,I,1,0,0
5,22,S,0,0,0
5,23,U,2,0,0
5,24,S,4,0,0
5,25,U,1,0,0
5,26,S,3,0,0
5,27,I,2,0,0
5,28,S,2,0,0
5,29,I,0,0,0
5,30,S,1,0,0
5,31,I,1,0,0
5,32,S,5,0,0
5,33,U,0,0,0
5,34,S,3,0,0
5,35,U,2,0,0
5,36,S,2,0,0
5,37,U,0,0,0
5,38,S,0,0,0
5,39,I,3,0,0
6,0,S,0,0,0
6,1,U,2,0,0
6,2,S,4,0,0
6,3,I,1,0,0
6,4,S,2,0,0
6,5,I,2,0,0
6,6,S,5,0,0
6,7,I,4,0,0
6,8,S,0,0,0
6,9,I,1,0,0
6,10,S,3,0,0
6,11,I,0,0,0
6,12,S,2,0,0
6,13,U,1,0,0
6,14,S,3,0,0
6,15,I,2,0,0
6,16,S,5,0,0
6,17,U,1,0,0
6,18,S,4,0,0
6,19,I,2,0,0
6,20,S,0,0,0
6,21,U,1,0,0
6,22,S,4,0,0
6,23,I,0,0,0
6,24,S,3,0,0
6,25,I,2,0,0
6,26,S,5,0,0
6,27,I,0,0,0
6,28,S,0,0,0
6,29,I,1,0,0
6,30,S,5,0,0
6,31,U,3,0,0
6,32,S,2,0,0
6,33,U,4,0,0
6,34,S,4,0,0
6,35,U,2,0,0
6,36,S,3,0,0
6,37,I,4,0,0
6,38,S,1,0,0
6,39,I,0,0,0
