0,0,S,2,1,905
0,1,I,2,1,210
0,2,S,1,1,168
0,3,I,3,1,169
0,4,S,3,1,171
0,5,I,4,2,168
0,6,S,0,1,161
0,7,U,3,0,139
0,8,S,4,0,36
0,9,U,4,0,125
0,10,S,3,0,64
0,11,U,1,0,127
0,12,S,4,0,35
0,13,U,2,1,145
0,14,S,2,1,204
0,15,I,0,1,190
0,16,S,3,1,200
0,17,U,3,0,150
0,18,S,2,0,32
0,19,U,1,0,159
1,0,S,1,0,1430508913852
1,1,I,4,0,178
1,2,S,5,1,195
1,3,I,2,1,212
1,4,S,4,1,196
1,5,U,1,0,107
1,6,S,1,0,72
1,7,I,2,1,173
1,8,S,0,1,173
1,9,I,1,0,131
1,10,S,5,2,247
1,11,I,2,1,171
1,12,S,4,1,171
1,13,U,0,0,177
1,14,S,5,0,4
1,15,U,2,1,171
1,16,S,0,0,171
1,17,U,4,0,16
1,18,S,5,1,185
1,19,U,1,1,178
2,0,S,2,0,317
2,1,U,2,1,206
2,2,S,5,1,182
2,3,U,4,1,210
2,4,S,1,1,196
2,5,I,2,0,100
2,6,S,0,0,115
2,7,I,0,0,92
2,8,S,1,0,114
2,9,I,1,0,108
3,0,S,4,0,1430508926485
3,1,I,4,0,100
3,2,S,5,0,117
3,3,I,2,0,112
3,4,S,2,0,116
3,5,I,0,0,92
3,6,S,0,0,135
3,7,I,1,0,116
3,8,S,1,0,106
3,9,U,4,1,222
3,10,S,4,1,195
3,11,U,1,1,225
3,12,S,5,1,207
3,13,I,2,0,134
3,14,S,4,0,80
3,15,I,1,0,130
3,16,S,0,0,76
3,17,I,3,0,126
3,18,S,3,0,84
3,19,I,2,0,125
4,0,S,2,0,0
4,1,U,4,0,0
4,2,S,1,0,0
4,3,U,0,0,0
4,4,S,5,0,0
4,5,U,3,0,0
4,6,S,1,0,0
4,7,I,0,0,0
4,8,S,4,0,0
4,9,I,1,0,0
4,10,S,1,0,0
4,11,U,0,0,0
4,12,S,2,0,0
4,13,U,4,0,0
4,14,S,3,0,0
4,15,U,0,0,0
4,16,S,0,0,0
4,17,U,1,0,0
4,18,S,1,0,0
4,19,I,4,0,0
5,0,S,4,0,0
5,1,I,2,0,0
5,2,S,0,0,0
5,3,I,4,0,0
5,4,S,2,0,0
5,5,I,1,0,0
5,6,S,1,0,0
5,7,I,2,0,0
5,8,S,2,0,0
5,9,U,3,0,0
5,10,S,3,0,0
5,11,U,0,0,0
5,12,S,0,0,0
5,13,U,4,0,0
5,14,S,1,0,0
5,15,I,3,0,0
5,16,S,2,0,0
5,17,I,4,0,0
5,18,S,0,0,0
5,19,I,2,0,0
6,0,S,4,0,0
6,1,I,2,0,0
6,2,S,0,0,0
6,3,U,4,0,0
6,4,S,3,0,0
6,5,I,2,0,0
6,6,S,4,0,0
6,7,U,1,0,0
6,8,S,5,0,0
6,9,U,4,0,0
6,10,S,2,0,0
6,11,U,3,0,0
6,12,S,3,0,0
6,13,I,4,0,0
6,14,S,5,0,0
6,15,U,0,0,0
6,16,S,3,0,0
6,17,U,1,0,0
6,18,S,0,0,0
6,19,I,3,0,0
