0,0,S,3,0,1639
0,1,U,1,0,11
0,2,S,2,1,233
0,3,I,0,1,168
0,4,S,1,1,142
0,5,I,3,1,167
0,6,S,4,1,150
0,7,I,1,1,156
0,8,S,0,1,153
0,9,I,2,1,144
0,10,S,1,1,180
0,11,U,4,0,16
0,12,S,2,1,308
0,13,U,0,0,11
0,14,S,4,1,182
0,15,I,3,1,164
0,16,S,3,0,146
0,17,I,4,3,531
0,18,S,0,1,346
0,19,I,1,2,215
1,0,S,4,1,738
1,1,U,0,0,36
1,2,S,2,0,130
1,3,U,4,0,52
1,4,S,1,0,95
1,5,I,3,1,172
1,6,S,4,4,626
1,7,U,1,0,143
1,8,S,0,0,45
1,9,U,3,1,143
1,10,S,3,0,169
1,11,I,4,1,171
1,12,S,4,2,195
1,13,U,2,0,162
1,14,S,0,0,9
1,15,U,1,1,187
1,16,S,1,0,170
1,17,U,4,0,16
1,18,S,3,0,153
1,19,U,1,0,28
2,0,S,4,0,492
2,1,I,0,0,164
2,2,S,3,0,60
2,3,U,1,0,1497
2,4,S,5,0,594
2,5,I,4,1,493
2,6,S,0,0,88
2,7,U,3,1,156
2,8,S,4,1,153
2,9,U,1,1,135
2,10,S,0,1,139
2,11,U,4,1,134
2,12,S,3,1,133
2,13,I,0,1,150
2,14,S,1,0,125
2,15,I,3,0,31
2,16,S,4,0,105
2,17,U,0,0,137
2,18,S,1,0,141
2,19,U,2,0,143
2,20,S,4,0,144
2,21,I,3,1,176
2,22,S,2,0,109
2,23,I,2,0,40
2,24,S,5,0,94
2,25,I,1,0,52
2,26,S,0,0,100
2,27,U,3,1,122
2,28,S,1,1,147
2,29,U,0,1,138
2,30,S,5,2,244
2,31,I,4,1,158
2,32,S,3,0,116
2,33,U,1,1,139
2,34,S,5,1,144
2,35,I,2,0,121
2,36,S,0,0,20
2,37,U,0,1,140
2,38,S,4,1,130
2,39,U,1,0,145
3,0,S,0,0,219
3,1,I,2,0,109
3,2,S,5,0,52
3,3,I,3,0,124
3,4,S,1,0,24
3,5,I,4,0,143
3,6,S,0,0,3
3,7,U,0,0,132
3,8,S,3,1,140
3,9,U,1,1,142
3,10,S,4,1,144
3,11,U,2,1,139
3,12,S,5,1,135
3,13,U,1,0,137
3,14,S,1,1,131
3,15,I,4,0,44
3,16,S,4,0,96
3,17,I,2,0,52
3,18,S,3,0,92
3,19,I,4,0,81
3,20,S,1,0,60
3,21,U,2,1,151
3,22,S,2,0,139
3,23,U,1,1,140
3,24,S,3,1,159
3,25,U,2,1,168
3,26,S,1,1,140
3,27,I,3,0,72
3,28,S,0,0,64
3,29,I,4,1,157
3,30,S,4,1,170
3,31,U,1,0,172
3,32,S,0,0,166
3,33,I,3,0,24
3,34,S,4,0,140
3,35,I,2,0,84
3,36,S,3,0,108
3,37,U,0,1,180
3,38,S,0,1,184
3,39,I,2,0,104
4,0,S,0,0,0
4,1,I,0,0,0
4,2,S,3,0,0
4,3,U,3,0,0
4,4,S,5,0,0
4,5,I,1,0,0
4,6,S,0,0,0
4,7,U,3,0,0
4,8,S,5,0,0
4,9,U,1,0,0
4,10,S,2,0,0
4,11,I,0,0,0
4,12,S,3,0,0
4,13,I,1,0,0
4,14,S,0,0,0
4,15,U,2,0,0
4,16,S,4,0,0
4,17,I,4,0,0
4,18,S,3,0,0
4,19,U,0,0,0
5,0,S,4,0,0
5,1,U,4,0,0
5,2,S,5,0,0
5,3,U,1,0,0
5,4,S,0,0,0
5,5,I,4,0,0
5,6,S,1,0,0
5,7,I,1,0,0
5,8,S,4,0,0
5,9,U,2,0,0
5,10,S,1,0,0
5,11,I,1,0,0
5,12,S,3,0,0
5,13,U,2,0,0
5,14,S,2,0,0
5,15,U,3,0,0
5,16,S,0,0,0
5,17,U,0,0,0
5,18,S,5,0,0
5,19,U,4,0,0
5,20,S,0,0,0
5,21,I,2,0,0
5,22,S,2,0,0
5,23,U,3,0,0
5,24,S,1,0,0
5,25,I,1,0,0
5,26,S,5,0,0
5,27,I,4,0,0
5,28,S,3,0,0
5,29,I,1,0,0
5,30,S,2,0,0
5,31,U,2,0,0
5,32,S,4,0,0
5,33,U,1,0,0
5,34,S,1,0,0
5,35,U,3,0,0
5,36,S,4,0,0
5,37,U,1,0,0
5,38,S,0,0,0
5,39,U,0,0,0
6,0,S,2,0,0
6,1,U,2,0,0
6,2,S,3,0,0
6,3,U,3,0,0
6,4,S,2,0,0
6,5,U,0,0,0
6,6,S,5,0,0
6,7,U,1,0,0
6,8,S,4,0,0
6,9,I,4,0,0
6,10,S,5,0,0
6,11,I,3,0,0
6,12,S,4,0,0
6,13,U,1,0,0
6,14,S,5,0,0
6,15,U,3,0,0
6,16,S,2,0,0
6,17,U,2,0,0
6,18,S,1,0,0
6,19,I,3,0,0
6,20,S,2,0,0
6,21,I,2,0,0
6,22,S,4,0,0
6,23,U,0,0,0
6,24,S,0,0,0
6,25,U,1,0,0
6,26,S,3,0,0
6,27,U,0,0,0
6,28,S,5,0,0
6,29,U,2,0,0
6,30,S,3,0,0
6,31,I,4,0,0
6,32,S,5,0,0
6,33,I,0,0,0
6,34,S,1,0,0
6,35,U,1,0,0
6,36,S,3,0,0
6,37,I,0,0,0
6,38,S,4,0,0
6,39,U,2,0,0
