0,0,S,3,1,539
0,1,U,2,0,87
0,2,S,4,0,90
0,3,I,0,1,143
0,4,S,3,1,167
0,5,U,2,0,64
0,6,S,1,0,101
0,7,I,3,1,172
0,8,S,3,1,128
0,9,U,1,0,56
1,0,S,3,0,144
1,1,I,1,2,183
1,2,S,0,0,180
1,3,I,2,1,449
1,4,S,2,1,179
1,5,I,3,1,177
1,6,S,3,1,140
1,7,I,2,1,212
1,8,S,4,1,163
1,9,U,0,0,108
2,0,S,4,0,336
2,1,U,3,1,179
2,2,S,2,1,167
2,3,U,2,1,151
2,4,S,1,1,171
3,0,S,2,1,160
3,1,U,3,1,167
3,2,S,4,1,179
3,3,U,1,1,158
3,4,S,1,1,170
3,5,U,0,0,154
3,6,S,4,2,173
3,7,U,4,0,163
3,8,S,0,1,158
3,9,I,1,0,25
4,0,S,5,0,0
4,1,U,3,0,0
4,2,S,1,0,0
4,3,U,2,0,0
4,4,S,0,0,0
4,5,I,1,0,0
4,6,S,2,0,0
4,7,I,4,0,0
4,8,S,5,0,0
4,9,U,2,0,0
5,0,S,1,0,0
5,1,U,4,0,0
5,2,S,5,0,0
5,3,U,3,0,0
5,4,S,3,0,0
5,5,U,1,0,0
5,6,S,0,0,0
5,7,U,4,0,0
5,8,S,5,0,0
5,9,I,2,0,0
6,0,S,2,0,0
6,1,U,2,0,0
6,2,S,0,0,0
6,3,I,0,0,0
6,4,S,2,0,0
6,5,I,3,0,0
6,6,S,5,0,0
6,7,I,0,0,0
6,8,S,3,0,0
6,9,U,4,0,0
